jsp	line	body	candidate_sysop_html	candidate_front_html	exists_sysop	exists_front
public_html\sysop\management\answer.jsp	138	management.answer	public_html\\sysop\\html\\management\\answer.html	public_html\\html\\management\\answer.html	True	False
public_html\sysop\video\wecandeo_upload.jsp	35	video.wecandeo_upload	public_html\\sysop\\html\\video\\wecandeo_upload.html	public_html\\html\\video\\wecandeo_upload.html	True	False
public_html\sysop\crm\cqna_list.jsp	38	crm.cqna_list	public_html\\sysop\\html\\crm\\cqna_list.html	public_html\\html\\crm\\cqna_list.html	True	False
public_html\sysop\crm\coupon_view.jsp	70	crm.coupon_view	public_html\\sysop\\html\\crm\\coupon_view.html	public_html\\html\\crm\\coupon_view.html	True	False
public_html\sysop\crm\login_log_list.jsp	70	crm.login_log_list	public_html\\sysop\\html\\crm\\login_log_list.html	public_html\\html\\crm\\login_log_list.html	True	False
public_html\sysop\video\wecandeo_select.jsp	50	video.wecandeo_select	public_html\\sysop\\html\\video\\wecandeo_select.html	public_html\\html\\video\\wecandeo_select.html	True	False
public_html\sysop\crm\coupon_list.old.jsp	50	crm.coupon_list	public_html\\sysop\\html\\crm\\coupon_list.html	public_html\\html\\crm\\coupon_list.html	True	False
public_html\sysop\course\post_view.jsp	83	course.post_view	public_html\\sysop\\html\\course\\post_view.html	public_html\\html\\course\\post_view.html	True	False
public_html\sysop\course\post_modify.jsp	106	course.post_insert	public_html\\sysop\\html\\course\\post_insert.html	public_html\\html\\course\\post_insert.html	True	False
public_html\sysop\video\doczoom_preview.jsp	26	video.doczoom_preview	public_html\\sysop\\html\\video\\doczoom_preview.html	public_html\\html\\video\\doczoom_preview.html	False	False
public_html\sysop\course\subject_insert.jsp	27	course.subject_insert	public_html\\sysop\\html\\course\\subject_insert.html	public_html\\html\\course\\subject_insert.html	True	False
public_html\sysop\course\subject_list.jsp	52	course.subject_list	public_html\\sysop\\html\\course\\subject_list.html	public_html\\html\\course\\subject_list.html	True	False
public_html\sysop\video\doczoom_list.jsp	91	video.doczoom_list	public_html\\sysop\\html\\video\\doczoom_list.html	public_html\\html\\video\\doczoom_list.html	True	False
public_html\sysop\course\section_insert.jsp	34	course.section_insert	public_html\\sysop\\html\\course\\section_insert.html	public_html\\html\\course\\section_insert.html	True	False
public_html\sysop\video\wecandeo_list.jsp	114	video.wecandeo_list	public_html\\sysop\\html\\video\\wecandeo_list.html	public_html\\html\\video\\wecandeo_list.html	True	False
public_html\sysop\crm\freepass_view.jsp	108	crm.freepass_view	public_html\\sysop\\html\\crm\\freepass_view.html	public_html\\html\\crm\\freepass_view.html	True	False
public_html\sysop\course\subject_modify.jsp	48	course.subject_insert	public_html\\sysop\\html\\course\\subject_insert.html	public_html\\html\\course\\subject_insert.html	True	False
public_html\sysop\video\cdn_upload.jsp	78	video.cdn_upload	public_html\\sysop\\html\\video\\cdn_upload.html	public_html\\html\\video\\cdn_upload.html	True	False
public_html\sysop\video\vimeo_list.jsp	17	video.vimeo_list	public_html\\sysop\\html\\video\\vimeo_list.html	public_html\\html\\video\\vimeo_list.html	True	False
public_html\sysop\video\cdn_select.jsp	66	video.cdn_select	public_html\\sysop\\html\\video\\cdn_select.html	public_html\\html\\video\\cdn_select.html	True	False
public_html\sysop\video\kollus_upload.jsp	40	video.kollus_upload	public_html\\sysop\\html\\video\\kollus_upload.html	public_html\\html\\video\\kollus_upload.html	True	False
public_html\sysop\video\cdn_preview.jsp	16	video.cdn_preview	public_html\\sysop\\html\\video\\cdn_preview.html	public_html\\html\\video\\cdn_preview.html	True	False
public_html\sysop\video\kollus_select.jsp	87	video.kollus_select	public_html\\sysop\\html\\video\\kollus_select.html	public_html\\html\\video\\kollus_select.html	True	False
public_html\sysop\video\cdn_list.jsp	182	video.cdn_list	public_html\\sysop\\html\\video\\cdn_list.html	public_html\\html\\video\\cdn_list.html	True	False
public_html\sysop\video\cdn_folder_insert.jsp	76	video.cdn_folder_insert	public_html\\sysop\\html\\video\\cdn_folder_insert.html	public_html\\html\\video\\cdn_folder_insert.html	True	False
public_html\sysop\video\kollus_list.jsp	186	video.kollus_list	public_html\\sysop\\html\\video\\kollus_list.html	public_html\\html\\video\\kollus_list.html	True	False
public_html\sysop\course\user_add.jsp	108	course.user_add	public_html\\sysop\\html\\course\\user_add.html	public_html\\html\\course\\user_add.html	True	False
public_html\sysop\management\user_list.jsp	127	management.user_list	public_html\\sysop\\html\\management\\user_list.html	public_html\\html\\management\\user_list.html	True	False
public_html\sysop\video\kollus_library_list.jsp	194	video.kollus_library_list	public_html\\sysop\\html\\video\\kollus_library_list.html	public_html\\html\\video\\kollus_library_list.html	True	False
public_html\sysop\course\user_list.jsp	289	course.user_list	public_html\\sysop\\html\\course\\user_list.html	public_html\\html\\course\\user_list.html	True	False
public_html\sysop\course\survey_select.jsp	65	course.survey_select	public_html\\sysop\\html\\course\\survey_select.html	public_html\\html\\course\\survey_select.html	True	False
public_html\sysop\management\user_excel.jsp	98	management.user_excel	public_html\\sysop\\html\\management\\user_excel.html	public_html\\html\\management\\user_excel.html	True	False
public_html\sysop\management\user_excel.jsp	118	management.user_excel	public_html\\sysop\\html\\management\\user_excel.html	public_html\\html\\management\\user_excel.html	True	False
public_html\sysop\course\subject_select.jsp	47	course.subject_select	public_html\\sysop\\html\\course\\subject_select.html	public_html\\html\\course\\subject_select.html	True	False
public_html\sysop\course\user_insert.jsp	71	course.user_insert	public_html\\sysop\\html\\course\\user_insert.html	public_html\\html\\course\\user_insert.html	True	False
public_html\sysop\video\kollus_lesson.jsp	32	video.kollus_lesson	public_html\\sysop\\html\\video\\kollus_lesson.html	public_html\\html\\video\\kollus_lesson.html	True	False
public_html\sysop\management\user_add.jsp	76	management.user_add	public_html\\sysop\\html\\management\\user_add.html	public_html\\html\\management\\user_add.html	True	False
public_html\sysop\course\user_excel.jsp	126	course.user_excel	public_html\\sysop\\html\\course\\user_excel.html	public_html\\html\\course\\user_excel.html	True	False
public_html\sysop\course\user_excel.jsp	143	course.user_excel	public_html\\sysop\\html\\course\\user_excel.html	public_html\\html\\course\\user_excel.html	True	False
public_html\sysop\management\survey_view_excel.jsp	102	management.survey_view_excel	public_html\\sysop\\html\\management\\survey_view_excel.html	public_html\\html\\management\\survey_view_excel.html	True	False
public_html\sysop\question\question_preview.jsp	75	question.question_preview	public_html\\sysop\\html\\question\\question_preview.html	public_html\\html\\question\\question_preview.html	True	False
public_html\sysop\management\survey_view_.jsp	83	management.survey_view	public_html\\sysop\\html\\management\\survey_view.html	public_html\\html\\management\\survey_view.html	True	False
public_html\sysop\question\question_modify.jsp	172	question.question_insert	public_html\\sysop\\html\\question\\question_insert.html	public_html\\html\\question\\question_insert.html	True	False
public_html\sysop\video\doczoom_select.jsp	36	video.doczoom_select	public_html\\sysop\\html\\video\\doczoom_select.html	public_html\\html\\video\\doczoom_select.html	True	False
public_html\sysop\management\survey_view.jsp	115	management.survey_view	public_html\\sysop\\html\\management\\survey_view.html	public_html\\html\\management\\survey_view.html	True	False
public_html\sysop\question\question_list.old.jsp	103	question.question_list	public_html\\sysop\\html\\question\\question_list.html	public_html\\html\\question\\question_list.html	True	False
public_html\sysop\question\question_list.jsp	105	question.question_list	public_html\\sysop\\html\\question\\question_list.html	public_html\\html\\question\\question_list.html	True	False
public_html\sysop\management\survey_select.jsp	112	management.survey_select	public_html\\sysop\\html\\management\\survey_select.html	public_html\\html\\management\\survey_select.html	True	False
public_html\sysop\question\question_insert.jsp	114	question.question_insert	public_html\\sysop\\html\\question\\question_insert.html	public_html\\html\\question\\question_insert.html	True	False
public_html\sysop\management\survey_result.jsp	131	management.survey_result	public_html\\sysop\\html\\management\\survey_result.html	public_html\\html\\management\\survey_result.html	True	False
public_html\sysop\question\question_excel.jsp	102	question.question_excel_view	public_html\\sysop\\html\\question\\question_excel_view.html	public_html\\html\\question\\question_excel_view.html	True	False
public_html\sysop\question\question_excel.jsp	118	question.question_excel	public_html\\sysop\\html\\question\\question_excel.html	public_html\\html\\question\\question_excel.html	True	False
public_html\sysop\management\survey_list.jsp	133	management.survey_list	public_html\\sysop\\html\\management\\survey_list.html	public_html\\html\\management\\survey_list.html	True	False
public_html\sysop\management\stat_homework.jsp	98	management.stat_homework	public_html\\sysop\\html\\management\\stat_homework.html	public_html\\html\\management\\stat_homework.html	True	False
public_html\sysop\management\stat_forum.jsp	98	management.stat_forum	public_html\\sysop\\html\\management\\stat_forum.html	public_html\\html\\management\\stat_forum.html	True	False
public_html\sysop\question\question.jsp	9	question.question	public_html\\sysop\\html\\question\\question.html	public_html\\html\\question\\question.html	True	False
public_html\sysop\management\stat_exam.jsp	98	management.stat_exam	public_html\\sysop\\html\\management\\stat_exam.html	public_html\\html\\management\\stat_exam.html	True	False
public_html\sysop\management\result_list.jsp	212	management.result_list	public_html\\sysop\\html\\management\\result_list.html	public_html\\html\\management\\result_list.html	True	False
public_html\sysop\question\category_tree.jsp	18	question.category_tree	public_html\\sysop\\html\\question\\category_tree.html	public_html\\html\\question\\category_tree.html	True	False
public_html\sysop\management\pop_sms.jsp	114	management.pop_sms	public_html\\sysop\\html\\management\\pop_sms.html	public_html\\html\\management\\pop_sms.html	True	False
public_html\sysop\question\category_select.jsp	31	question.category_select	public_html\\sysop\\html\\question\\category_select.html	public_html\\html\\question\\category_select.html	True	False
public_html\sysop\management\pop_message.jsp	81	management.pop_message	public_html\\sysop\\html\\management\\pop_message.html	public_html\\html\\management\\pop_message.html	True	False
public_html\sysop\question\category_modify.jsp	87	question.category_insert	public_html\\sysop\\html\\question\\category_insert.html	public_html\\html\\question\\category_insert.html	True	False
public_html\sysop\management\pop_mail.jsp	128	management.pop_mail	public_html\\sysop\\html\\management\\pop_mail.html	public_html\\html\\management\\pop_mail.html	True	False
public_html\sysop\management\pop_graph_step.jsp	57	management.pop_graph_step	public_html\\sysop\\html\\management\\pop_graph_step.html	public_html\\html\\management\\pop_graph_step.html	True	False
public_html\sysop\question\category_list.jsp	8	question.category_list	public_html\\sysop\\html\\question\\category_list.html	public_html\\html\\question\\category_list.html	True	False
public_html\sysop\management\pop_certificate.jsp	28	management.pop_certificate	public_html\\sysop\\html\\management\\pop_certificate.html	public_html\\html\\management\\pop_certificate.html	True	False
public_html\sysop\question\category_insert.jsp	67	question.category_insert	public_html\\sysop\\html\\question\\category_insert.html	public_html\\html\\question\\category_insert.html	True	False
public_html\sysop\management\library_select.jsp	69	management.library_select	public_html\\sysop\\html\\management\\library_select.html	public_html\\html\\management\\library_select.html	True	False
public_html\sysop\management\library_list.jsp	38	management.library_list	public_html\\sysop\\html\\management\\library_list.html	public_html\\html\\management\\library_list.html	True	False
public_html\sysop\management\homework_view.jsp	68	management.homework_view	public_html\\sysop\\html\\management\\homework_view.html	public_html\\html\\management\\homework_view.html	True	False
public_html\sysop\management\homework_user_view.jsp	202	management.homework_user_view	public_html\\sysop\\html\\management\\homework_user_view.html	public_html\\html\\management\\homework_user_view.html	True	False
public_html\sysop\management\homework_user_add.jsp	155	management.homework_user_add	public_html\\sysop\\html\\management\\homework_user_add.html	public_html\\html\\management\\homework_user_add.html	True	False
public_html\sysop\management\homework_user.jsp	199	management.homework_user	public_html\\sysop\\html\\management\\homework_user.html	public_html\\html\\management\\homework_user.html	True	False
public_html\sysop\management\homework_task_view.jsp	283	management.homework_task_view	public_html\\sysop\\html\\management\\homework_task_view.html	public_html\\html\\management\\homework_task_view.html	True	False
public_html\sysop\main\user_find.jsp	6	main.user_find	public_html\\sysop\\html\\main\\user_find.html	public_html\\html\\main\\user_find.html	True	False
public_html\sysop\main\menu.jsp	73	main.menu	public_html\\sysop\\html\\main\\menu.html	public_html\\html\\main\\menu.html	True	False
public_html\sysop\management\homework_select.jsp	112	management.homework_select	public_html\\sysop\\html\\management\\homework_select.html	public_html\\html\\management\\homework_select.html	True	False
public_html\sysop\main\top.jsp	43	main.top	public_html\\sysop\\html\\main\\top.html	public_html\\html\\main\\top.html	True	False
public_html\sysop\main\manual.jsp	8	main.manual	public_html\\sysop\\html\\main\\manual.html	public_html\\html\\main\\manual.html	True	False
public_html\sysop\management\homework_list.jsp	138	management.homework_list	public_html\\sysop\\html\\management\\homework_list.html	public_html\\html\\management\\homework_list.html	True	False
public_html\sysop\qna\qna_view.jsp	41	qna.qna_view	public_html\\sysop\\html\\qna\\qna_view.html	public_html\\html\\qna\\qna_view.html	True	False
public_html\sysop\main\pop_zipcode.jsp	10	main.pop_zipcode	public_html\\sysop\\html\\main\\pop_zipcode.html	public_html\\html\\main\\pop_zipcode.html	True	True
public_html\sysop\management\forum_view.jsp	69	management.forum_view	public_html\\sysop\\html\\management\\forum_view.html	public_html\\html\\management\\forum_view.html	True	False
public_html\sysop\qna\qna_list.jsp	61	qna.qna_list	public_html\\sysop\\html\\qna\\qna_list.html	public_html\\html\\qna\\qna_list.html	True	False
public_html\sysop\main\login.jsp	133	main.login	public_html\\sysop\\html\\main\\login.html	public_html\\html\\main\\login.html	True	False
public_html\sysop\main\otpkey_register.jsp	139	main.otpkey_register	public_html\\sysop\\html\\main\\otpkey_register.html	public_html\\html\\main\\otpkey_register.html	True	False
public_html\sysop\management\forum_user_view.jsp	152	management.forum_user_view	public_html\\sysop\\html\\management\\forum_user_view.html	public_html\\html\\management\\forum_user_view.html	True	False
public_html\sysop\main\slider.jsp	3	main.slider	public_html\\sysop\\html\\main\\slider.html	public_html\\html\\main\\slider.html	True	False
public_html\sysop\main\menu3.jsp	127	main.menu2	public_html\\sysop\\html\\main\\menu2.html	public_html\\html\\main\\menu2.html	True	False
public_html\sysop\management\forum_user_add.jsp	150	management.forum_user_add	public_html\\sysop\\html\\management\\forum_user_add.html	public_html\\html\\management\\forum_user_add.html	True	False
public_html\sysop\main\index.jsp	250	main.index	public_html\\sysop\\html\\main\\index.html	public_html\\html\\main\\index.html	True	True
public_html\sysop\main\modify_passwd.jsp	82	main.modify_passwd	public_html\\sysop\\html\\main\\modify_passwd.html	public_html\\html\\main\\modify_passwd.html	True	False
public_html\sysop\main\menu2.jsp	127	main.menu2	public_html\\sysop\\html\\main\\menu2.html	public_html\\html\\main\\menu2.html	True	False
public_html\sysop\management\forum_user.jsp	182	management.forum_user	public_html\\sysop\\html\\management\\forum_user.html	public_html\\html\\management\\forum_user.html	True	False
public_html\sysop\main\privacy_agree.jsp	34	main.privacy_agree	public_html\\sysop\\html\\main\\privacy_agree.html	public_html\\html\\main\\privacy_agree.html	True	False
public_html\sysop\management\exam_view_.jsp	72	management.exam_view	public_html\\sysop\\html\\management\\exam_view.html	public_html\\html\\management\\exam_view.html	True	False
public_html\sysop\main\auth2.jsp	193	main.auth2	public_html\\sysop\\html\\main\\auth2.html	public_html\\html\\main\\auth2.html	True	False
public_html\sysop\management\forum_list.jsp	137	management.forum_list	public_html\\sysop\\html\\management\\forum_list.html	public_html\\html\\management\\forum_list.html	True	False
public_html\sysop\management\file_upload.jsp	59	management.file_upload	public_html\\sysop\\html\\management\\file_upload.html	public_html\\html\\management\\file_upload.html	True	False
public_html\sysop\management\exam_view.jsp	88	management.exam_view	public_html\\sysop\\html\\management\\exam_view.html	public_html\\html\\management\\exam_view.html	True	False
public_html\sysop\management\exam_user_print.jsp	41	management.exam_user_print	public_html\\sysop\\html\\management\\exam_user_print.html	public_html\\html\\management\\exam_user_print.html	True	False
public_html\sysop\management\exam_user_add.jsp	167	management.exam_user_add	public_html\\sysop\\html\\management\\exam_user_add.html	public_html\\html\\management\\exam_user_add.html	True	False
public_html\sysop\management\forum_select.jsp	112	management.forum_select	public_html\\sysop\\html\\management\\forum_select.html	public_html\\html\\management\\forum_select.html	True	False
public_html\sysop\management\forum_post.jsp	60	management.forum_post	public_html\\sysop\\html\\management\\forum_post.html	public_html\\html\\management\\forum_post.html	True	False
public_html\sysop\management\forum_post_view.jsp	71	management.forum_post_view	public_html\\sysop\\html\\management\\forum_post_view.html	public_html\\html\\management\\forum_post_view.html	True	False
public_html\sysop\user\dept_change.jsp	38	user.dept_change	public_html\\sysop\\html\\user\\dept_change.html	public_html\\html\\user\\dept_change.html	True	False
public_html\sysop\user\admin_list.jsp	75	user.admin_list	public_html\\sysop\\html\\user\\admin_list.html	public_html\\html\\user\\admin_list.html	True	False
public_html\sysop\homework\homework_modify.jsp	104	homework.homework_insert	public_html\\sysop\\html\\homework\\homework_insert.html	public_html\\html\\homework\\homework_insert.html	True	False
public_html\sysop\user\admin_insert.jsp	104	user.admin_insert	public_html\\sysop\\html\\user\\admin_insert.html	public_html\\html\\user\\admin_insert.html	True	False
public_html\sysop\homework\homework_list.jsp	84	homework.homework_list	public_html\\sysop\\html\\homework\\homework_list.html	public_html\\html\\homework\\homework_list.html	True	False
public_html\sysop\user\find_users.jsp	13	user.find_users	public_html\\sysop\\html\\user\\find_users.html	public_html\\html\\user\\find_users.html	True	False
public_html\sysop\homework\homework_insert.jsp	64	homework.homework_insert	public_html\\sysop\\html\\homework\\homework_insert.html	public_html\\html\\homework\\homework_insert.html	True	False
public_html\sysop\user\find_left.jsp	60	user.find_left	public_html\\sysop\\html\\user\\find_left.html	public_html\\html\\user\\find_left.html	True	False
public_html\sysop\user\find_right.jsp	6	user.find_right	public_html\\sysop\\html\\user\\find_right.html	public_html\\html\\user\\find_right.html	True	False
public_html\sysop\popup\popup_insert.jsp	65	popup.popup_insert	public_html\\sysop\\html\\popup\\popup_insert.html	public_html\\html\\popup\\popup_insert.html	True	False
public_html\sysop\popup\popup_list.jsp	56	popup.popup_list	public_html\\sysop\\html\\popup\\popup_list.html	public_html\\html\\popup\\popup_list.html	True	False
public_html\sysop\popup\popup_modify.jsp	68	popup.popup_insert	public_html\\sysop\\html\\popup\\popup_insert.html	public_html\\html\\popup\\popup_insert.html	True	False
public_html\sysop\user\menu_user_grant.jsp	135	user.menu_user_grant	public_html\\sysop\\html\\user\\menu_user_grant.html	public_html\\html\\user\\menu_user_grant.html	True	False
public_html\sysop\user\group_select.jsp	31	user.group_select	public_html\\sysop\\html\\user\\group_select.html	public_html\\html\\user\\group_select.html	True	False
public_html\sysop\popup\preview.jsp	28	popup.preview	public_html\\sysop\\html\\popup\\preview.html	public_html\\html\\popup\\preview.html	True	False
public_html\sysop\user\log_view.jsp	54	user.log_view	public_html\\sysop\\html\\user\\log_view.html	public_html\\html\\user\\log_view.html	True	False
public_html\sysop\user\group_modify.jsp	183	user.group_insert	public_html\\sysop\\html\\user\\group_insert.html	public_html\\html\\user\\group_insert.html	True	False
public_html\sysop\policy\log_list.jsp	74	policy.log_list	public_html\\sysop\\html\\policy\\log_list.html	public_html\\html\\policy\\log_list.html	True	False
public_html\sysop\user\out_view.jsp	44	user.out_view	public_html\\sysop\\html\\user\\out_view.html	public_html\\html\\user\\out_view.html	True	False
public_html\sysop\notice\notice_read.jsp	74	notice.notice_read	public_html\\sysop\\html\\notice\\notice_read.html	public_html\\html\\notice\\notice_read.html	True	False
public_html\sysop\user\log_list.jsp	51	user.log_list	public_html\\sysop\\html\\user\\log_list.html	public_html\\html\\user\\log_list.html	True	False
public_html\sysop\user\group_list.jsp	48	user.group_list	public_html\\sysop\\html\\user\\group_list.html	public_html\\html\\user\\group_list.html	True	False
public_html\sysop\policy\log_view.jsp	70	policy.log_view	public_html\\sysop\\html\\policy\\log_view.html	public_html\\html\\policy\\log_view.html	True	False
public_html\sysop\notice\notice_list.jsp	39	notice.notice_list	public_html\\sysop\\html\\notice\\notice_list.html	public_html\\html\\notice\\notice_list.html	True	False
public_html\sysop\user\out_list.jsp	54	user.out_list	public_html\\sysop\\html\\user\\out_list.html	public_html\\html\\user\\out_list.html	True	False
public_html\sysop\user\login_list.jsp	80	user.login_list	public_html\\sysop\\html\\user\\login_list.html	public_html\\html\\user\\login_list.html	True	False
public_html\sysop\user\group_insert.jsp	36	user.group_insert	public_html\\sysop\\html\\user\\group_insert.html	public_html\\html\\user\\group_insert.html	True	False
public_html\sysop\user\sleep_insert.jsp	75	mail.sleep_pre	public_html\\sysop\\html\\mail\\sleep_pre.html	public_html\\html\\mail\\sleep_pre.html	False	True
public_html\sysop\user\sleep_insert.jsp	165	user.sleep_insert	public_html\\sysop\\html\\user\\sleep_insert.html	public_html\\html\\user\\sleep_insert.html	True	False
public_html\sysop\message\message_insert.jsp	85	message.message_insert	public_html\\sysop\\html\\message\\message_insert.html	public_html\\html\\message\\message_insert.html	True	False
public_html\sysop\message\message_group_insert.jsp	88	message.message_group_insert	public_html\\sysop\\html\\message\\message_group_insert.html	public_html\\html\\message\\message_group_insert.html	True	False
public_html\sysop\user\search_coursemanager.jsp	39	user.search_coursemanager	public_html\\sysop\\html\\user\\search_coursemanager.html	public_html\\html\\user\\search_coursemanager.html	True	False
public_html\sysop\user\search_groupuser.jsp	105	user.search_groupuser	public_html\\sysop\\html\\user\\search_groupuser.html	public_html\\html\\user\\search_groupuser.html	True	False
public_html\sysop\user\search_users.jsp	38	user.search_users	public_html\\sysop\\html\\user\\search_users.html	public_html\\html\\user\\search_users.html	True	False
public_html\sysop\message\message_view.jsp	46	message.message_view	public_html\\sysop\\html\\message\\message_view.html	public_html\\html\\message\\message_view.html	True	False
public_html\sysop\user\sleep_list.jsp	101	user.sleep_list	public_html\\sysop\\html\\user\\sleep_list.html	public_html\\html\\user\\sleep_list.html	True	False
public_html\sysop\message\pop_message.jsp	69	message.pop_message	public_html\\sysop\\html\\message\\pop_message.html	public_html\\html\\message\\pop_message.html	True	False
public_html\sysop\user\tutor_select.jsp	65	user.tutor_select	public_html\\sysop\\html\\user\\tutor_select.html	public_html\\html\\user\\tutor_select.html	True	False
public_html\sysop\message\message_list.jsp	58	message.message_list	public_html\\sysop\\html\\message\\message_list.html	public_html\\html\\message\\message_list.html	True	False
public_html\sysop\order\garbage_list.jsp	99	order.garbage_list	public_html\\sysop\\html\\order\\garbage_list.html	public_html\\html\\order\\garbage_list.html	True	False
public_html\sysop\message\send_list.jsp	57	message.send_list	public_html\\sysop\\html\\message\\send_list.html	public_html\\html\\message\\send_list.html	True	False
public_html\sysop\user\tutor_list.jsp	100	user.tutor_list	public_html\\sysop\\html\\user\\tutor_list.html	public_html\\html\\user\\tutor_list.html	True	False
public_html\sysop\user\user_coupon_add.jsp	62	user.user_coupon_add	public_html\\sysop\\html\\user\\user_coupon_add.html	public_html\\html\\user\\user_coupon_add.html	True	False
public_html\sysop\order\delivery_list.jsp	154	order.delivery_list	public_html\\sysop\\html\\order\\delivery_list.html	public_html\\html\\order\\delivery_list.html	True	False
public_html\sysop\order\delivery_modify.jsp	102	order.delivery_insert	public_html\\sysop\\html\\order\\delivery_insert.html	public_html\\html\\order\\delivery_insert.html	True	False
public_html\sysop\order\order_list2.jsp	67	order.order_list	public_html\\sysop\\html\\order\\order_list.html	public_html\\html\\order\\order_list.html	True	False
public_html\sysop\user\tutor_insert.jsp	150	user.tutor_insert	public_html\\sysop\\html\\user\\tutor_insert.html	public_html\\html\\user\\tutor_insert.html	True	False
public_html\sysop\order\order_list.jsp	120	order.order_list	public_html\\sysop\\html\\order\\order_list.html	public_html\\html\\order\\order_list.html	True	False
public_html\sysop\order\order_view.jsp	233	order.order_view	public_html\\sysop\\html\\order\\order_view.html	public_html\\html\\order\\order_view.html	True	False
public_html\sysop\order\payment_list.jsp	54	order.payment_list	public_html\\sysop\\html\\order\\payment_list.html	public_html\\html\\order\\payment_list.html	True	False
public_html\sysop\order\payment_view.jsp	25	order.payment_view	public_html\\sysop\\html\\order\\payment_view.html	public_html\\html\\order\\payment_view.html	True	False
public_html\sysop\user\user_excel.jsp	164	user.user_excel	public_html\\sysop\\html\\user\\user_excel.html	public_html\\html\\user\\user_excel.html	True	False
public_html\sysop\user\user_excel.jsp	180	user.user_excel	public_html\\sysop\\html\\user\\user_excel.html	public_html\\html\\user\\user_excel.html	True	False
public_html\sysop\migration\course_user_insert.jsp	175	migration.course_user_insert	public_html\\sysop\\html\\migration\\course_user_insert.html	public_html\\html\\migration\\course_user_insert.html	True	False
public_html\sysop\order\refund_list.jsp	125	order.refund_list	public_html\\sysop\\html\\order\\refund_list.html	public_html\\html\\order\\refund_list.html	True	False
public_html\sysop\order\refund_modify.jsp	259	order.refund_insert	public_html\\sysop\\html\\order\\refund_insert.html	public_html\\html\\order\\refund_insert.html	True	False
public_html\sysop\migration\migrate_from_cloud.jsp	381	migration.migrate_from_cloud	public_html\\sysop\\html\\migration\\migrate_from_cloud.html	public_html\\html\\migration\\migrate_from_cloud.html	True	False
public_html\sysop\migration\migrate_from_cloud.jsp	1130	migration.migrate_from_cloud	public_html\\sysop\\html\\migration\\migrate_from_cloud.html	public_html\\html\\migration\\migrate_from_cloud.html	True	False
public_html\sysop\offline\lesson_insert.jsp	83	offline.lesson_insert	public_html\\sysop\\html\\offline\\lesson_insert.html	public_html\\html\\offline\\lesson_insert.html	True	False
public_html\sysop\user\user_group.jsp	27	user.user_group	public_html\\sysop\\html\\user\\user_group.html	public_html\\html\\user\\user_group.html	True	False
public_html\sysop\user\user_grant_log_view.jsp	57	user.user_grant_log_view	public_html\\sysop\\html\\user\\user_grant_log_view.html	public_html\\html\\user\\user_grant_log_view.html	True	False
public_html\sysop\user\user_insert.jsp	108	user.user_insert	public_html\\sysop\\html\\user\\user_insert.html	public_html\\html\\user\\user_insert.html	True	False
public_html\sysop\migration\user_insert.jsp	121	migration.user_insert	public_html\\sysop\\html\\migration\\user_insert.html	public_html\\html\\migration\\user_insert.html	True	False
public_html\sysop\user\user_list.jsp	97	user.user_list	public_html\\sysop\\html\\user\\user_list.html	public_html\\html\\user\\user_list.html	True	False
public_html\sysop\user\user_grant_log_list.jsp	52	user.user_grant_log_list	public_html\\sysop\\html\\user\\user_grant_log_list.html	public_html\\html\\user\\user_grant_log_list.html	True	False
public_html\sysop\offline\lesson_list.jsp	53	offline.lesson_list	public_html\\sysop\\html\\offline\\lesson_list.html	public_html\\html\\offline\\lesson_list.html	True	False
public_html\sysop\user\user_reg.jsp	37	user.user_reg	public_html\\sysop\\html\\user\\user_reg.html	public_html\\html\\user\\user_reg.html	False	False
public_html\sysop\offline\lesson_modify.jsp	75	offline.lesson_insert	public_html\\sysop\\html\\offline\\lesson_insert.html	public_html\\html\\offline\\lesson_insert.html	True	False
public_html\sysop\user\user_search.jsp	40	user.user_search	public_html\\sysop\\html\\user\\user_search.html	public_html\\html\\user\\user_search.html	True	False
